time,CH1,CH2,trigger
0.0036400,-0.91892,-0.35655,0.0
0.0036600,-0.94972,-0.27467,0.0
0.0036800,-0.94668,-0.18322,0.0
0.0037000,-0.90417,-0.08580,0.0
0.0037200,-0.82254,0.01388,0.0
0.0037400,-0.70899,0.11211,0.0
0.0037600,-0.57401,0.20538,0.0
0.0037800,-0.42601,0.29046,0.0
0.0038000,-0.26818,0.36457,0.0
0.0038200,-0.10003,0.42539,0.0
0.0038400,0.07796,0.47113,0.0
0.0038600,0.26008,0.50052,0.0
0.0038800,0.43515,0.51284,0.0
0.0039000,0.59059,0.50788,0.0
0.0039200,0.71774,0.48592,0.0
0.0039400,0.81465,0.44772,0.0
0.0039600,0.88417,0.39445,0.0
0.0039800,0.92896,0.32776,0.0
0.0040000,0.94749,0.24964,1.0
0.0040200,0.93400,0.16251,1.0
0.0040400,0.88269,0.06911,0.0
0.0040600,0.79275,-0.02753,0.0
0.0040800,0.67041,-0.12415,0.0
0.0041000,0.52641,-0.21737,0.0
0.0041200,0.37062,-0.30379,0.0
0.0041400,0.20803,-0.38013,0.0
0.0041600,0.03901,-0.44337,0.0
0.0041800,-0.13661,-0.49091,0.0
0.0042000,-0.31471,-0.52071,0.0
0.0042200,-0.48542,-0.53140,0.0
0.0042400,-0.63626,-0.52237,0.0
0.0042600,-0.75748,-0.49384,0.0
0.0042800,-0.84589,-0.44685,0.0
0.0043000,-0.90404,-0.38324,0.0
0.0043200,-0.93580,-0.30551,0.0
0.0043400,-0.94163,-0.21677,0.0
0.0043600,-0.91730,-0.12053,0.0
0.0043800,-0.85721,-0.02055,0.0
0.0044000,-0.75952,0.07937,0.0
0.0044200,-0.62934,0.17552,0.0
0.0044400,-0.47722,0.26446,0.0
0.0044600,-0.31422,0.34313,0.0
0.0044800,-0.14713,0.40897,0.0
0.0045000,0.02254,0.45996,0.0
0.0045200,0.19525,0.49465,0.0
0.0045400,0.36836,0.51218,0.0
0.0045600,0.53358,0.51223,0.0
0.0045800,0.67891,0.49504,0.0
0.0046000,0.79381,0.46130,0.0
0.0046200,0.87376,0.41218,0.0
0.0046400,0.92074,0.34926,0.0
0.0046600,0.93947,0.27449,0.0
0.0046800,0.93228,0.19018,1.0
0.0047000,0.89675,0.09894,0.0
0.0047200,0.82782,0.00368,0.0
0.0047400,0.72291,-0.09252,0.0
0.0047600,0.58581,-0.18640,0.0
0.0047800,0.42657,-0.27467,0.0
0.0048000,0.25708,-0.35410,0.0
0.0048200,0.08584,-0.42166,0.0
0.0048400,-0.08427,-0.47464,0.0
0.0048600,-0.25364,-0.51080,0.0
0.0048800,-0.42093,-0.52850,0.0
0.0049000,-0.57957,-0.52680,0.0
0.0049200,-0.71844,-0.50554,0.0
0.0049400,-0.82653,-0.46538,0.0
0.0049600,-0.89805,-0.40777,0.0
0.0049800,-0.93412,-0.33492,0.0
0.0050000,-0.93995,-0.24969,0.0
0.0050200,-0.91958,-0.15543,0.0
0.0050400,-0.87254,-0.05587,0.0
0.0050600,-0.79470,0.04515,0.0
0.0050800,-0.68297,0.14376,0.0
0.0051000,-0.53987,0.23631,0.0
0.0051200,-0.37458,0.31950,0.0
0.0051400,-0.19945,0.39049,0.0
0.0051600,-0.02450,0.44697,0.0
0.0051800,0.14583,0.48727,0.0
0.0052000,0.31151,0.51031,0.0
0.0052200,0.47229,0.51566,0.0
0.0052400,0.62332,0.50341,0.0
0.0052600,0.75474,0.47423,0.0
0.0052800,0.85546,0.42925,0.0
0.0053000,0.91853,0.37002,0.0
0.0053200,0.94402,0.29847,0.0
0.0053400,0.93722,0.21686,1.0
0.0053600,0.90368,0.12774,0.0
0.0053800,0.84489,0.03389,0.0
0.0054000,0.75803,-0.06169,0.0
0.0054200,0.63982,-0.15590,0.0
0.0054400,0.49157,-0.24555,0.0
0.0054600,0.32136,-0.32749,0.0
0.0054800,0.14154,-0.39872,0.0
0.0055000,-0.03655,-0.45649,0.0
0.0055200,-0.20685,-0.49843,0.0
0.0055400,-0.36860,-0.52269,0.0
0.0055600,-0.52227,-0.52806,0.0
0.0055800,-0.66479,-0.51403,0.0
0.0056000,-0.78779,-0.48089,0.0
0.0056200,-0.88049,-0.42972,0.0
0.0056400,-0.93502,-0.36237,0.0
0.0056600,-0.95027,-0.28140,0.0
0.0056800,-0.93126,-0.18995,0.0
0.0057000,-0.88469,-0.09161,0.0
0.0057200,-0.81405,0.00977,0.0
0.0057400,-0.71805,0.11026,0.0
0.0057600,-0.59363,0.20603,0.0
0.0057800,-0.44102,0.29354,0.0
0.0058000,-0.26700,0.36965,0.0
0.0058200,-0.08356,0.43179,0.0
0.0058400,0.09699,0.47797,0.0
0.0058600,0.26697,0.50689,0.0
0.0058800,0.42458,0.51787,0.0
0.0059000,0.57072,0.51090,0.0
0.0059200,0.70392,0.48651,0.0
0.0059400,0.81756,0.44580,0.0
0.0059600,0.90155,0.39029,0.0
0.0059800,0.94739,0.32191,0.0
0.0060000,0.95273,0.24290,1.0
0.0060200,0.92200,0.15579,1.0
0.0060400,0.86272,0.06332,0.0
0.0060600,0.78024,-0.03160,0.0
0.0060800,0.67502,-0.12596,0.0
0.0061000,0.54458,-0.21667,0.0
0.0061200,0.38831,-0.30067,0.0
0.0061400,0.21158,-0.37502,0.0
0.0061600,0.02567,-0.43695,0.0
0.0061800,-0.15654,-0.48406,0.0
0.0062000,-0.32582,-0.51435,0.0
0.0062200,-0.47914,-0.52639,0.0
0.0062400,-0.61743,-0.51939,0.0
0.0062600,-0.74066,-0.49330,0.0
0.0062800,-0.84406,-0.44882,0.0
0.0063000,-0.91862,-0.38744,0.0
0.0063200,-0.95553,-0.31138,0.0
0.0063400,-0.95126,-0.22352,0.0
0.0063600,-0.90940,-0.12725,0.0
0.0063800,-0.83788,-0.02631,0.0
0.0064000,-0.74370,0.07533,0.0
0.0064200,-0.62924,0.17375,0.0
0.0064400,-0.49292,0.26520,0.0
0.0064600,-0.33360,0.34628,0.0
0.0064800,-0.15521,0.41411,0.0
0.0065000,0.03200,0.46639,0.0
0.0065200,0.21494,0.50150,0.0
0.0065400,0.38308,0.51852,0.0
0.0065600,0.53195,0.51721,0.0
0.0065800,0.66220,0.49797,0.0
0.0066000,0.77493,0.46180,0.0
0.0066200,0.86729,0.41017,0.0
0.0066400,0.93169,0.34502,0.0
0.0066600,0.95937,0.26859,0.0
0.0066800,0.94577,0.18342,1.0
0.0067000,0.89339,0.09224,0.0
0.0067200,0.81022,-0.00206,0.0
0.0067400,0.70465,-0.09652,0.0
0.0067600,0.58100,-0.18812,0.0
0.0067800,0.43892,-0.27388,0.0
0.0068000,0.27705,-0.35090,0.0
0.0068200,0.09800,-0.41649,0.0
0.0068400,-0.08932,-0.46819,0.0
0.0068600,-0.27199,-0.50395,0.0
0.0068800,-0.43842,-0.52218,0.0
0.0069000,-0.58268,-0.52186,0.0
0.0069200,-0.70477,-0.50265,0.0
0.0069400,-0.80664,-0.46493,0.0
0.0069600,-0.88731,-0.40982,0.0
0.0069800,-0.94082,-0.33919,0.0
0.0070000,-0.95891,-0.25561,0.0
0.0070200,-0.93616,-0.16220,0.0
0.0070400,-0.87392,-0.06256,0.0
0.0070600,-0.77982,0.03943,0.0
0.0070800,-0.66332,0.13979,0.0
0.0071000,-0.53063,0.23464,0.0
0.0071200,-0.38289,0.32034,0.0
0.0071400,-0.21888,0.39373,0.0
0.0071600,-0.04005,0.45217,0.0
0.0071800,0.14618,0.49373,0.0
