time,CH1,CH2,trigger
0.0014400,-0.98520,-0.33725,0.0
0.0014600,-1.00521,-0.27261,0.0
0.0014800,-0.99844,-0.20138,0.0
0.0015000,-0.96019,-0.12474,0.0
0.0015200,-0.89330,-0.04409,0.0
0.0015400,-0.80654,0.03889,0.0
0.0015600,-0.70882,0.12231,0.0
0.0015800,-0.60363,0.20408,0.0
0.0016000,-0.48796,0.28200,0.0
0.0016200,-0.35656,0.35385,0.0
0.0016400,-0.20813,0.41750,0.0
0.0016600,-0.04867,0.47103,0.0
0.0016800,0.11072,0.51284,1.0
0.0017000,0.25983,0.54173,0.0
0.0017200,0.39469,0.55698,0.0
0.0017400,0.51810,0.55834,0.0
0.0017600,0.63506,0.54607,0.0
0.0017800,0.74660,0.52084,0.0
0.0018000,0.84693,0.48371,0.0
0.0018200,0.92609,0.43603,0.0
0.0018400,0.97609,0.37929,0.0
0.0018600,0.99591,0.31513,0.0
0.0018800,0.99140,0.24515,0.0
0.0019000,0.97031,0.17092,0.0
0.0019200,0.93617,0.09394,0.0
0.0019400,0.88590,0.01559,0.0
0.0019600,0.81282,-0.06278,0.0
0.0019800,0.71285,-0.13991,0.0
0.0020000,0.58906,-0.21452,0.0
0.0020200,0.45094,-0.28529,0.0
0.0020400,0.30907,-0.35087,0.0
0.0020600,0.16908,-0.40983,0.0
0.0020800,0.02972,-0.46073,0.0
0.0021000,-0.11376,-0.50213,0.0
0.0021200,-0.26334,-0.53269,0.0
0.0021400,-0.41414,-0.55123,0.0
0.0021600,-0.55572,-0.55682,0.0
0.0021800,-0.67770,-0.54892,0.0
0.0022000,-0.77553,-0.52739,0.0
0.0022200,-0.85200,-0.49254,0.0
0.0022400,-0.91327,-0.44520,0.0
0.0022600,-0.96268,-0.38664,0.0
0.0022800,-0.99694,-0.31853,0.0
0.0023000,-1.00798,-0.24289,0.0
0.0023200,-0.98867,-0.16192,0.0
0.0023400,-0.93838,-0.07794,0.0
0.0023600,-0.86375,0.00677,0.0
0.0023800,-0.77434,0.09005,0.0
0.0024000,-0.67632,0.16994,0.0
0.0024200,-0.56911,0.24473,0.0
0.0024400,-0.44761,0.31301,0.0
0.0024600,-0.30808,0.37365,0.0
0.0024800,-0.15328,0.42574,0.0
0.0025000,0.00729,0.46861,1.0
0.0025200,0.16223,0.50171,1.0
0.0025400,0.30448,0.52461,0.0
0.0025600,0.43425,0.53694,0.0
0.0025800,0.55631,0.53840,0.0
0.0026000,0.67396,0.52875,0.0
0.0026200,0.78425,0.50785,0.0
0.0026400,0.87827,0.47573,0.0
0.0026600,0.94629,0.43262,0.0
0.0026800,0.98387,0.37902,0.0
0.0027000,0.99416,0.31577,0.0
0.0027200,0.98479,0.24407,0.0
0.0027400,0.96158,0.16549,0.0
0.0027600,0.92407,0.08191,0.0
0.0027800,0.86635,-0.00447,0.0
0.0028000,0.78235,-0.09129,0.0
0.0028200,0.67172,-0.17608,0.0
0.0028400,0.54156,-0.25643,0.0
0.0028600,0.40274,-0.33009,0.0
0.0028800,0.26350,-0.39507,0.0
0.0029000,0.12537,-0.44974,0.0
0.0029200,-0.01563,-0.49289,0.0
0.0029400,-0.16340,-0.52375,0.0
0.0029600,-0.31618,-0.54197,0.0
0.0029800,-0.46535,-0.54760,0.0
0.0030000,-0.59963,-0.54100,0.0
0.0030200,-0.71142,-0.52280,0.0
0.0030400,-0.80049,-0.49379,0.0
0.0030600,-0.87219,-0.45486,0.0
0.0030800,-0.93167,-0.40695,0.0
0.0031000,-0.97849,-0.35103,0.0
0.0031200,-1.00595,-0.28809,0.0
0.0031400,-1.00558,-0.21913,0.0
0.0031600,-0.97341,-0.14525,0.0
0.0031800,-0.91313,-0.06761,0.0
0.0032000,-0.83371,0.01245,0.0
0.0032200,-0.74332,0.09341,0.0
0.0032400,-0.64426,0.17359,0.0
0.0032600,-0.53267,0.25115,0.0
0.0032800,-0.40337,0.32410,0.0
0.0033000,-0.25592,0.39045,0.0
0.0033200,-0.09724,0.44821,0.0
0.0033400,0.06131,0.49559,1.0
0.0033600,0.21017,0.53103,1.0
0.0033800,0.34641,0.55337,0.0
0.0034000,0.47347,0.56185,0.0
0.0034200,0.59599,0.55624,0.0
0.0034400,0.71394,0.53677,0.0
0.0034600,0.82046,0.50419,0.0
0.0034800,0.90527,0.45965,0.0
0.0035000,0.96096,0.40464,0.0
0.0035200,0.98742,0.34092,0.0
0.0035400,0.99092,0.27034,0.0
0.0035600,0.97867,0.19482,0.0
0.0035800,0.95306,0.11623,0.0
0.0036000,0.90991,0.03630,0.0
0.0036200,0.84230,-0.04335,0.0
0.0036400,0.74680,-0.12129,0.0
0.0036600,0.62738,-0.19620,0.0
0.0036800,0.49396,-0.26688,0.0
0.0037000,0.35657,-0.33219,0.0
0.0037200,0.21975,-0.39102,0.0
0.0037400,0.08133,-0.44228,0.0
0.0037600,-0.06344,-0.48484,0.0
0.0037800,-0.21568,-0.51762,0.0
0.0038000,-0.36947,-0.53958,0.0
0.0038200,-0.51386,-0.54981,0.0
0.0038400,-0.63892,-0.54757,0.0
0.0038600,-0.74105,-0.53244,0.0
0.0038800,-0.82371,-0.50432,0.0
0.0039000,-0.89284,-0.46356,0.0
0.0039200,-0.95069,-0.41094,0.0
0.0039400,-0.99284,-0.34768,0.0
0.0039600,-1.01067,-0.27544,0.0
0.0039800,-0.99750,-0.19623,0.0
0.0040000,-0.95359,-0.11229,0.0
0.0040200,-0.88613,-0.02604,0.0
0.0040400,-0.80435,0.06011,0.0
0.0040600,-0.71330,0.14382,0.0
0.0040800,-0.61132,0.22297,0.0
0.0041000,-0.49292,0.29571,0.0
0.0041200,-0.35496,0.36053,0.0
0.0041400,-0.20121,0.41624,0.0
0.0041600,-0.04177,0.46200,0.0
0.0041800,0.11227,0.49727,1.0
0.0042000,0.25483,0.52173,0.0
0.0042200,0.38700,0.53525,0.0
0.0042400,0.51367,0.53782,0.0
0.0042600,0.63730,0.52954,0.0
0.0042800,0.75379,0.51054,0.0
0.0043000,0.85351,0.48103,0.0
0.0043200,0.92698,0.44133,0.0
0.0043400,0.97060,0.39186,0.0
0.0043600,0.98829,0.33326,0.0
0.0043800,0.98753,0.26640,0.0
0.0044000,0.97318,0.19240,0.0
0.0044200,0.94357,0.11275,0.0
0.0044400,0.89211,0.02919,0.0
0.0044600,0.81304,-0.05625,0.0
0.0044800,0.70692,-0.14132,0.0
0.0045000,0.58155,-0.22368,0.0
0.0045200,0.44766,-0.30096,0.0
0.0045400,0.31255,-0.37093,0.0
0.0045600,0.17664,-0.43157,0.0
0.0045800,0.03551,-0.48120,0.0
0.0046000,-0.11421,-0.51857,0.0
0.0046200,-0.26967,-0.54286,0.0
0.0046400,-0.42148,-0.55376,0.0
0.0046600,-0.55839,-0.55138,0.0
0.0046800,-0.67363,-0.53623,0.0
0.0047000,-0.76787,-0.50917,0.0
0.0047200,-0.84667,-0.47126,0.0
0.0047400,-0.91438,-0.42374,0.0
0.0047600,-0.96937,-0.36790,0.0
0.0047800,-1.00405,-0.30506,0.0
0.0048000,-1.01001,-0.23650,0.0
0.0048200,-0.98406,-0.16348,0.0
0.0048400,-0.93069,-0.08723,0.0
0.0048600,-0.85892,-0.00900,0.0
0.0048800,-0.77611,0.06993,0.0
0.0049000,-0.68331,0.14819,0.0
0.0049200,-0.57593,0.22431,0.0
0.0049400,-0.44899,0.29667,0.0
0.0049600,-0.30295,0.36360,0.0
0.0049800,-0.14560,0.42336,0.0
0.0050000,0.01158,0.47420,1.0
0.0050200,0.15982,0.51452,1.0
0.0050400,0.29724,0.54291,0.0
0.0050600,0.42776,0.55825,0.0
0.0050800,0.55559,0.55983,0.0
0.0051000,0.67957,0.54741,0.0
0.0051200,0.79185,0.52121,0.0
0.0051400,0.88199,0.48198,0.0
0.0051600,0.94326,0.43092,0.0
0.0051800,0.97642,0.36959,0.0
0.0052000,0.98806,0.29990,0.0
0.0052200,0.98474,0.22390,0.0
0.0052400,0.96762,0.14374,0.0
0.0052600,0.93154,0.06154,0.0
0.0052800,0.86948,-0.02071,0.0
0.0053000,0.77872,-0.10120,0.0
0.0053200,0.66413,-0.17832,0.0
0.0053400,0.53588,-0.25070,0.0
0.0053600,0.40335,-0.31716,0.0
0.0053800,0.26993,-0.37669,0.0
0.0054000,0.13265,-0.42840,0.0
0.0054200,-0.01313,-0.47148,0.0
0.0054400,-0.16761,-0.50516,0.0
0.0054600,-0.32384,-0.52873,0.0
0.0054800,-0.47055,-0.54149,0.0
0.0055000,-0.59835,-0.54285,0.0
0.0055200,-0.70465,-0.53236,0.0
0.0055400,-0.79345,-0.50976,0.0
0.0055600,-0.87033,-0.47508,0.0
0.0055800,-0.93642,-0.42869,0.0
0.0056000,-0.98619,-0.37135,0.0
0.0056200,-1.01064,-0.30423,0.0
0.0056400,-1.00365,-0.22891,0.0
0.0056600,-0.96635,-0.14734,0.0
0.0056800,-0.90639,-0.06173,0.0
0.0057000,-0.83250,0.02549,0.0
0.0057200,-0.74858,0.11186,0.0
0.0057400,-0.65193,0.19496,0.0
0.0057600,-0.53682,0.27253,0.0
0.0057800,-0.40080,0.34261,0.0
0.0058000,-0.24862,0.40357,0.0
0.0058200,-0.09084,0.45418,0.0
0.0058400,0.06186,0.49359,1.0
0.0058600,0.20444,0.52134,1.0
0.0058800,0.33884,0.53729,0.0
0.0059000,0.46990,0.54157,0.0
0.0059200,0.59918,0.53449,0.0
0.0059400,0.72142,0.51651,0.0
0.0059600,0.82646,0.48815,0.0
0.0059800,0.90515,0.45000,0.0
0.0060000,0.95481,0.40270,0.0
0.0060200,0.98000,0.34693,0.0
0.0060400,0.98795,0.28351,0.0
0.0060600,0.98246,0.21336,0.0
0.0060800,0.96067,0.13762,0.0
0.0061000,0.91547,0.05766,0.0
0.0061200,0.84151,-0.02492,0.0
0.0061400,0.74027,-0.10828,0.0
0.0061600,0.62016,-0.19037,0.0
0.0061800,0.49163,-0.26902,0.0
0.0062000,0.36093,-0.34201,0.0
0.0062200,0.22743,-0.40720,0.0
0.0062400,0.08641,-0.46262,0.0
0.0062600,-0.06489,-0.50659,0.0
0.0062800,-0.22254,-0.53783,0.0
0.0063000,-0.37644,-0.55552,0.0
0.0063200,-0.51556,-0.55932,0.0
0.0063400,-0.63403,-0.54937,0.0
0.0063600,-0.73336,-0.52628,0.0
0.0063800,-0.81916,-0.49104,0.0
0.0064000,-0.89494,-0.44495,0.0
0.0064200,-0.95782,-0.38952,0.0
0.0064400,-0.99949,-0.32635,0.0
0.0064600,-1.01170,-0.25709,0.0
0.0064800,-0.99212,-0.18334,0.0
0.0065000,-0.94594,-0.10661,0.0
0.0065200,-0.88213,-0.02833,0.0
0.0065400,-0.80708,0.05015,0.0
0.0065600,-0.72065,0.12754,0.0
0.0065800,-0.61761,0.20258,0.0
0.0066000,-0.49329,0.27397,0.0
0.0066200,-0.34913,0.34037,0.0
0.0066400,-0.19367,0.40040,0.0
0.0066600,-0.03835,0.45262,0.0
0.0066800,0.10892,0.49562,1.0
0.0067000,0.24731,0.52803,0.0
0.0067200,0.38111,0.54865,0.0
0.0067400,0.51396,0.55651,0.0
0.0067600,0.64355,0.55098,0.0
0.0067800,0.76116,0.53183,0.0
0.0068000,0.85631,0.49930,0.0
0.0068200,0.92304,0.45410,0.0
0.0068400,0.96297,0.39740,0.0
0.0068600,0.98285,0.33082,0.0
0.0068800,0.98849,0.25631,0.0
0.0069000,0.97979,0.17603,0.0
0.0069200,0.95073,0.09231,0.0
0.0069400,0.89428,0.00745,0.0
0.0069600,0.80855,-0.07635,0.0
0.0069800,0.69923,-0.15706,0.0
0.0070000,0.57660,-0.23292,0.0
0.0070200,0.44928,-0.30246,0.0
0.0070400,0.31948,-0.36448,0.0
0.0070600,0.18353,-0.41805,0.0
0.0070800,0.03703,-0.46244,0.0
0.0071000,-0.11923,-0.49710,0.0
0.0071200,-0.27736,-0.52160,0.0
0.0071400,-0.42589,-0.53557,0.0
0.0071600,-0.55612,-0.53873,0.0
0.0071800,-0.66644,-0.53084,0.0
