time,CH1,CH2,trigger
0.0058600,-0.74100,0.03297,0.0
0.0058800,-0.63580,0.12817,0.0
0.0059000,-0.49771,0.21844,0.0
0.0059200,-0.32677,0.30039,0.0
0.0059400,-0.13332,0.37081,0.0
0.0059600,0.06475,0.42682,0.0
0.0059800,0.25021,0.46596,0.0
0.0060000,0.41396,0.48629,0.0
0.0060200,0.55631,0.48654,0.0
0.0060400,0.68134,0.46617,0.0
0.0060600,0.78883,0.42552,0.0
0.0060800,0.87032,0.36583,1.0
0.0061000,0.91243,0.28926,0.0
0.0061200,0.90511,0.19886,0.0
0.0061400,0.84840,0.09848,0.0
0.0061600,0.75266,-0.00743,0.0
0.0061800,0.63200,-0.11399,0.0
0.0062000,0.49595,-0.21615,0.0
0.0062200,0.34565,-0.30900,0.0
0.0062400,0.17747,-0.38804,0.0
0.0062600,-0.00910,-0.44942,0.0
0.0062800,-0.20543,-0.49021,0.0
0.0063000,-0.39464,-0.50851,0.0
0.0063200,-0.55887,-0.50363,0.0
0.0063400,-0.68754,-0.47602,0.0
0.0063600,-0.78059,-0.42728,0.0
0.0063800,-0.84425,-0.36002,0.0
0.0064000,-0.88286,-0.27766,0.0
0.0064200,-0.89328,-0.18423,0.0
0.0064400,-0.86610,-0.08412,0.0
0.0064600,-0.79304,0.01816,0.0
0.0064800,-0.67454,0.11819,0.0
0.0065000,-0.52187,0.21186,0.0
0.0065200,-0.35181,0.29550,0.0
0.0065400,-0.17807,0.36599,0.0
0.0065600,-0.00572,0.42087,0.0
0.0065800,0.16722,0.45831,0.0
0.0066000,0.34241,0.47715,0.0
0.0066200,0.51416,0.47690,0.0
0.0066400,0.66825,0.45770,0.0
0.0066600,0.78784,0.42030,0.0
0.0066800,0.86210,0.36604,1.0
0.0067000,0.89111,0.29682,0.0
0.0067200,0.88329,0.21510,0.0
0.0067400,0.84761,0.12383,0.0
0.0067600,0.78653,0.02643,0.0
0.0067800,0.69516,-0.07333,0.0
0.0068000,0.56728,-0.17138,0.0
0.0068200,0.40345,-0.26356,0.0
0.0068400,0.21474,-0.34575,0.0
0.0068600,0.01918,-0.41406,0.0
0.0068800,-0.16674,-0.46512,0.0
0.0069000,-0.33501,-0.49618,0.0
0.0069200,-0.48650,-0.50539,0.0
0.0069400,-0.62467,-0.49190,0.0
0.0069600,-0.74776,-0.45599,0.0
0.0069800,-0.84560,-0.39906,0.0
0.0070000,-0.90389,-0.32364,0.0
0.0070200,-0.91258,-0.23321,0.0
0.0070400,-0.87215,-0.13208,0.0
0.0070600,-0.79294,-0.02508,0.0
0.0070800,-0.68803,0.08264,0.0
0.0071000,-0.56523,0.18598,0.0
0.0071200,-0.42416,0.28013,0.0
0.0071400,-0.26063,0.36084,0.0
0.0071600,-0.07473,0.42463,0.0
0.0071800,0.12384,0.46893,0.0
