time,CH1,CH2,trigger
0.0019600,0.05989,0.60901,0.0
0.0019800,0.20664,0.65027,0.0
0.0020000,0.33756,0.68111,0.0
0.0020200,0.46206,0.70040,0.0
0.0020400,0.59091,0.70742,0.0
0.0020600,0.72635,0.70196,0.0
0.0020800,0.85896,0.68428,0.0
0.0021000,0.97355,0.65515,0.0
0.0021200,1.05966,0.61570,1.0
0.0021400,1.11853,0.56736,1.0
0.0021600,1.16119,0.51171,0.0
0.0021800,1.19910,0.45032,0.0
0.0022000,1.23472,0.38463,0.0
0.0022200,1.25909,0.31586,0.0
0.0022400,1.25856,0.24496,0.0
0.0022600,1.22519,0.17257,0.0
0.0022800,1.16306,0.09909,0.0
0.0023000,1.08540,0.02476,0.0
0.0023200,1.00486,-0.05026,0.0
0.0023400,0.92442,-0.12574,0.0
0.0023600,0.83595,-0.20129,0.0
0.0023800,0.72745,-0.27628,0.0
0.0024000,0.59349,-0.34976,0.0
0.0024200,0.44068,-0.42047,0.0
0.0024400,0.28394,-0.48690,0.0
0.0024600,0.13641,-0.54738,0.0
0.0024800,0.00088,-0.60017,0.0
0.0025000,-0.13079,-0.64363,0.0
0.0025200,-0.26982,-0.67638,0.0
0.0025400,-0.42017,-0.69738,0.0
0.0025600,-0.57394,-0.70606,0.0
0.0025800,-0.71592,-0.70232,0.0
0.0026000,-0.83386,-0.68660,0.0
0.0026200,-0.92655,-0.65975,0.0
0.0026400,-1.00348,-0.62297,0.0
0.0026600,-1.07635,-0.57767,0.0
0.0026800,-1.14901,-0.52534,0.0
0.0027000,-1.21366,-0.46741,0.0
0.0027200,-1.25614,-0.40513,0.0
0.0027400,-1.26641,-0.33950,0.0
0.0027600,-1.24595,-0.27124,0.0
0.0027800,-1.20648,-0.20082,0.0
0.0028000,-1.16099,-0.12850,0.0
0.0028200,-1.11393,-0.05443,0.0
0.0028400,-1.05822,0.02120,0.0
0.0028600,-0.98134,0.09809,0.0
0.0028800,-0.87578,0.17572,0.0
0.0029000,-0.74581,0.25325,0.0
0.0029200,-0.60527,0.32953,0.0
0.0029400,-0.46812,0.40310,0.0
0.0029600,-0.33899,0.47227,0.0
0.0029800,-0.21106,0.53525,0.0
0.0030000,-0.07283,0.59023,0.0
0.0030200,0.08141,0.63561,0.0
0.0030400,0.24558,0.67005,0.0
0.0030600,0.40489,0.69265,0.0
0.0030800,0.54567,0.70297,0.0
0.0031000,0.66439,0.70109,0.0
0.0031200,0.76886,0.68754,0.0
0.0031400,0.87079,0.66326,0.0
0.0031600,0.97546,0.62946,1.0
0.0031800,1.07639,0.58752,1.0
0.0032000,1.15933,0.53879,0.0
0.0032200,1.21235,0.48453,0.0
0.0032400,1.23430,0.42578,0.0
0.0032600,1.23515,0.36331,0.0
0.0032800,1.22790,0.29765,0.0
0.0033000,1.21833,0.22907,0.0
0.0033200,1.20055,0.15775,0.0
0.0033400,1.16174,0.08379,0.0
0.0033600,1.09240,0.00742,0.0
0.0033800,0.99429,-0.07095,0.0
0.0034000,0.87980,-0.15063,0.0
0.0034200,0.76325,-0.23058,0.0
0.0034400,0.65093,-0.30943,0.0
0.0034600,0.53739,-0.38556,0.0
0.0034800,0.41099,-0.45713,0.0
0.0035000,0.26431,-0.52224,0.0
0.0035200,0.10134,-0.57910,0.0
0.0035400,-0.06400,-0.62612,0.0
0.0035600,-0.21705,-0.66208,0.0
0.0035800,-0.35211,-0.68621,0.0
0.0036000,-0.47525,-0.69823,0.0
0.0036200,-0.59804,-0.69835,0.0
0.0036400,-0.72711,-0.68721,0.0
0.0036600,-0.85757,-0.66580,0.0
0.0036800,-0.97542,-0.63531,0.0
0.0037000,-1.06719,-0.59701,0.0
0.0037200,-1.12916,-0.55212,0.0
0.0037400,-1.16936,-0.50169,0.0
0.0037600,-1.20049,-0.44654,0.0
0.0037800,-1.22956,-0.38721,0.0
0.0038000,-1.25198,-0.32403,0.0
0.0038200,-1.25488,-0.25716,0.0
0.0038400,-1.22698,-0.18666,0.0
0.0038600,-1.16742,-0.11266,0.0
0.0038800,-1.08678,-0.03545,0.0
0.0039000,-0.99936,0.04441,0.0
0.0039200,-0.91287,0.12605,0.0
0.0039400,-0.82327,0.20823,0.0
0.0039600,-0.71896,0.28940,0.0
0.0039800,-0.59083,0.36776,0.0
0.0040000,-0.44062,0.44135,0.0
0.0040200,-0.28095,0.50825,0.0
0.0040400,-0.12702,0.56666,0.0
0.0040600,0.01357,0.61508,0.0
0.0040800,0.14510,0.65243,0.0
0.0041000,0.27884,0.67808,0.0
0.0041200,0.42273,0.69190,0.0
0.0041400,0.57364,0.69422,0.0
0.0041600,0.71829,0.68576,0.0
0.0041800,0.84200,0.66751,0.0
0.0042000,0.93867,0.64062,0.0
0.0042200,1.01422,0.60623,1.0
0.0042400,1.08086,0.56537,1.0
0.0042600,1.14666,0.51887,0.0
0.0042800,1.20845,0.46732,0.0
0.0043000,1.25364,0.41106,0.0
0.0043200,1.26937,0.35024,0.0
0.0043400,1.25220,0.28488,0.0
0.0043600,1.21061,0.21505,0.0
0.0043800,1.15851,0.14088,0.0
0.0044000,1.10479,0.06279,0.0
0.0044200,1.04684,-0.01853,0.0
0.0044400,0.97327,-0.10200,0.0
0.0044600,0.87343,-0.18618,0.0
0.0044800,0.74667,-0.26935,0.0
0.0045000,0.60388,-0.34957,0.0
0.0045200,0.46037,-0.42482,0.0
0.0045400,0.32538,-0.49315,0.0
0.0045600,0.19637,-0.55283,0.0
0.0045800,0.06253,-0.60248,0.0
0.0046000,-0.08532,-0.64113,0.0
0.0046200,-0.24602,-0.66833,0.0
0.0046400,-0.40735,-0.68409,0.0
0.0046600,-0.55392,-0.68883,0.0
0.0046800,-0.67744,-0.68332,0.0
0.0047000,-0.78168,-0.66854,0.0
0.0047200,-0.87813,-0.64552,0.0
0.0047400,-0.97581,-0.61524,0.0
0.0047600,-1.07311,-0.57854,0.0
0.0047800,-1.15800,-0.53602,0.0
0.0048000,-1.21640,-0.48803,0.0
0.0048200,-1.24235,-0.43471,0.0
0.0048400,-1.24203,-0.37608,0.0
0.0048600,-1.22864,-0.31208,0.0
0.0048800,-1.21200,-0.24275,0.0
0.0049000,-1.19096,-0.16832,0.0
0.0049200,-1.15454,-0.08933,0.0
0.0049400,-1.09073,-0.00665,0.0
0.0049600,-0.99638,0.07845,0.0
0.0049800,-0.88039,0.16436,0.0
0.0050000,-0.75771,0.24919,0.0
0.0050200,-0.63888,0.33089,0.0
0.0050400,-0.52307,0.40742,0.0
0.0050600,-0.40007,0.47686,0.0
0.0050800,-0.25955,0.53757,0.0
0.0051000,-0.10058,0.58829,0.0
0.0051200,0.06611,0.62822,0.0
0.0051400,0.22483,0.65705,0.0
0.0051600,0.36543,0.67492,0.0
0.0051800,0.48954,0.68233,0.0
0.0052000,0.60775,0.68006,0.0
0.0052200,0.72990,0.66900,0.0
0.0052400,0.85606,0.65008,0.0
0.0052600,0.97511,0.62408,0.0
0.0052800,1.07211,0.59162,1.0
0.0053000,1.13875,0.55305,0.0
0.0053200,1.17881,0.50853,0.0
0.0053400,1.20446,0.45801,0.0
0.0053600,1.22626,0.40138,0.0
0.0053800,1.24453,0.33856,0.0
0.0054000,1.24889,0.26961,0.0
0.0054200,1.22623,0.19487,0.0
0.0054400,1.17096,0.11501,0.0
0.0054600,1.08964,0.03111,0.0
0.0054800,0.99648,-0.05538,0.0
0.0055000,0.90301,-0.14269,0.0
0.0055200,0.81003,-0.22880,0.0
0.0055400,0.70806,-0.31160,0.0
0.0055600,0.58574,-0.38906,0.0
0.0055800,0.43998,-0.45931,0.0
0.0056000,0.27966,-0.52084,0.0
0.0056200,0.12028,-0.57253,0.0
0.0056400,-0.02646,-0.61376,0.0
0.0056600,-0.16014,-0.64435,0.0
0.0056800,-0.29032,-0.66454,0.0
0.0057000,-0.42756,-0.67487,0.0
0.0057200,-0.57365,-0.67609,0.0
0.0057400,-0.71875,-0.66901,0.0
0.0057600,-0.84746,-0.65437,0.0
0.0057800,-0.94939,-0.63277,0.0
0.0058000,-1.02589,-0.60456,0.0
0.0058200,-1.08788,-0.56988,0.0
0.0058400,-1.14642,-0.52868,0.0
0.0058600,-1.20331,-0.48078,0.0
0.0058800,-1.24905,-0.42597,0.0
0.0059000,-1.26968,-0.36417,0.0
0.0059200,-1.25726,-0.29550,0.0
0.0059400,-1.21588,-0.22043,0.0
0.0059600,-1.15860,-0.13981,0.0
0.0059800,-1.09762,-0.05488,0.0
0.0060000,-1.03530,0.03271,0.0
0.0060200,-0.96299,0.12106,0.0
0.0060400,-0.86851,0.20807,0.0
0.0060600,-0.74655,0.29159,0.0
0.0060800,-0.60384,0.36964,0.0
0.0061000,-0.45525,0.44044,0.0
0.0061200,-0.31363,0.50263,0.0
0.0061400,-0.18133,0.55526,0.0
0.0061600,-0.04993,0.59785,0.0
0.0061800,0.09169,0.63036,0.0
0.0062000,0.24717,0.65309,0.0
0.0062200,0.40823,0.66660,0.0
0.0062400,0.55948,0.67157,0.0
0.0062600,0.68877,0.66866,0.0
0.0062800,0.79506,0.65845,0.0
0.0063000,0.88784,0.64127,0.0
0.0063200,0.97848,0.61728,1.0
0.0063400,1.07029,0.58638,1.0
0.0063600,1.15486,0.54834,0.0
0.0063800,1.21775,0.50285,0.0
0.0064000,1.24885,0.44967,0.0
0.0064200,1.24968,0.38875,0.0
0.0064400,1.23183,0.32031,0.0
0.0064600,1.20787,0.24495,0.0
0.0064800,1.18160,0.16371,0.0
0.0065000,1.14538,0.07801,0.0
0.0065200,1.08638,-0.01037,0.0
0.0065400,0.99713,-0.09938,0.0
0.0065600,0.88198,-0.18689,0.0
0.0065800,0.75471,-0.27077,0.0
0.0066000,0.62893,-0.34909,0.0
0.0066200,0.50879,-0.42024,0.0
0.0066400,0.38706,-0.48299,0.0
0.0066600,0.25220,-0.53656,0.0
0.0066800,0.09872,-0.58062,0.0
0.0067000,-0.06699,-0.61523,0.0
0.0067200,-0.22999,-0.64074,0.0
0.0067400,-0.37676,-0.65767,0.0
0.0067600,-0.50400,-0.66660,0.0
0.0067800,-0.61963,-0.66803,0.0
0.0068000,-0.73518,-0.66232,0.0
0.0068200,-0.85542,-0.64957,0.0
0.0068400,-0.97334,-0.62970,0.0
0.0068600,-1.07435,-0.60241,0.0
0.0068800,-1.14647,-0.56732,0.0
0.0069000,-1.18863,-0.52404,0.0
0.0069200,-1.21072,-0.47233,0.0
0.0069400,-1.22535,-0.41218,0.0
0.0069600,-1.23769,-0.34395,0.0
0.0069800,-1.24123,-0.26840,0.0
0.0070000,-1.22279,-0.18673,0.0
0.0070200,-1.17280,-0.10055,0.0
0.0070400,-1.09310,-0.01176,0.0
0.0070600,-0.99599,0.07753,0.0
0.0070800,-0.89545,0.16515,0.0
0.0071000,-0.79720,0.24904,0.0
0.0071200,-0.69533,0.32739,0.0
0.0071400,-0.57799,0.39871,0.0
0.0071600,-0.43787,0.46197,0.0
0.0071800,-0.27922,0.51653,0.0
